Feature,KL GAN,KL MICE
EMA_10,7.643636236478642,0.033795508036783134
EMA_20,8.706937603591658,0.035271827118017594
EMA_50,9.750710193231482,0.031184107946826592
EMA_200,7.383460605108791,0.029576749057117668
